GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G27001406","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01406","79500US2701406",,,"Hennepin County--Minneapolis City (Southeast) PUMA, Minnesota",62652,"Hennepin County--Minneapolis City (Southeast) PUMA, Minnesota",1529
"G27001407","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01407","79500US2701407",,,"Hennepin County--Minneapolis City (Southwest) PUMA, Minnesota",71172,"Hennepin County--Minneapolis City (Southwest) PUMA, Minnesota",1508
"G27001408","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01408","79500US2701408",,,"Hennepin County--Edina, St. Louis Park & Hopkins Cities PUMA; Minnesota",81531,"Hennepin County--Edina, St. Louis Park & Hopkins Cities PUMA; Minnesota",1996
"G27001409","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01409","79500US2701409",,,"Hennepin County--Eden Prairie & Minnetonka Cities PUMA, Minnesota",103301,"Hennepin County--Eden Prairie & Minnetonka Cities PUMA, Minnesota",3150
"G27001410","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01410","79500US2701410",,,"Hennepin County--Bloomington & Richfield Cities PUMA, Minnesota",72604,"Hennepin County--Bloomington & Richfield Cities PUMA, Minnesota",1635
"G27001501","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01501","79500US2701501",,,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA; Minnesota",78698,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA; Minnesota",1533
"G27001502","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01502","79500US2701502",,,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA; Minnesota",98953,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA; Minnesota",1596
"G27001503","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01503","79500US2701503",,,"Dakota County (West)--Burnsville & Apple Valley Cities PUMA, Minnesota",80145,"Dakota County (West)--Burnsville & Apple Valley Cities PUMA, Minnesota",2253
"G27001600","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01600","79500US2701600",,,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA; Minnesota",105316,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA; Minnesota",2849
"G27001700","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01700","79500US2701700",,,"Carver & Scott (West) Counties PUMA, Minnesota",99095,"Carver & Scott (West) Counties PUMA, Minnesota",2271
"G27001800","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01800","79500US2701800",,,"Wright County PUMA, Minnesota",84974,"Wright County PUMA, Minnesota",2315
"G27001900","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01900","79500US2701900",,,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA; Minnesota",61742,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA; Minnesota",1089
"G27002000","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02000","79500US2702000",,,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA; Minnesota",57358,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA; Minnesota",1206
"G27002100","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02100","79500US2702100",,,"Southwest Minnesota PUMA, Minnesota",55148,"Southwest Minnesota PUMA, Minnesota",945
"G27002200","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02200","79500US2702200",,,"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA; Minnesota",60322,"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA; Minnesota",1303
"G27002300","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02300","79500US2702300",,,"Rice, Goodhue & Le Sueur Counties PUMA; Minnesota",68661,"Rice, Goodhue & Le Sueur Counties PUMA; Minnesota",1594
"G27002400","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02400","79500US2702400",,,"Mower, Steele, Freeborn & Dodge Counties PUMA; Minnesota",60110,"Mower, Steele, Freeborn & Dodge Counties PUMA; Minnesota",1163
"G27002500","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02500","79500US2702500",,,"Olmsted County--Rochester City PUMA, Minnesota",76951,"Olmsted County--Rochester City PUMA, Minnesota",1893
"G27002600","2015-2019","MN",,,"Minnesota","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02600","79500US2702600",,,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",61045,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",1238
"G28000100","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00100","79500US2800100",,,"North Delta Region--DeSoto County--Southaven City PUMA, Mississippi",67038,"North Delta Region--DeSoto County--Southaven City PUMA, Mississippi",2539
"G28000200","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00200","79500US2800200",,,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA; Mississippi",40485,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA; Mississippi",1172
"G28000300","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00300","79500US2800300",,,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",36858,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",1641
"G28000400","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00400","79500US2800400",,,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",43576,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",952
"G28000500","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00500","79500US2800500",,,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",48065,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",1853
"G28000600","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00600","79500US2800600",,,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",40826,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",1527
"G28000700","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00700","79500US2800700",,,"North Central Region PUMA, Mississippi",33644,"North Central Region PUMA, Mississippi",1409
"G28000800","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00800","79500US2800800",,,"South Delta Region PUMA, Mississippi",29739,"South Delta Region PUMA, Mississippi",1169
"G28000900","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00900","79500US2800900",,,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",67823,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",2502
"G28001000","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01000","79500US2801000",,,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",54000,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",1915
"G28001100","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01100","79500US2801100",,,"Central Region--Jackson City (East & Central) PUMA, Mississippi",38386,"Central Region--Jackson City (East & Central) PUMA, Mississippi",1587
"G28001200","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01200","79500US2801200",,,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",45762,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",1870
"G28001300","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01300","79500US2801300",,,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",62356,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",1625
"G28001400","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01400","79500US2801400",,,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",36719,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",1663
"G28001500","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01500","79500US2801500",,,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",41536,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",1525
"G28001600","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01600","79500US2801600",,,"Southwest Region PUMA, Mississippi",33182,"Southwest Region PUMA, Mississippi",1285
"G28001700","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01700","79500US2801700",,,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",40521,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",1863
"G28001800","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01800","79500US2801800",,,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",45661,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",1452
"G28001900","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01900","79500US2801900",,,"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",47147,"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",2411
"G28002000","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02000","79500US2802000",,,"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",47894,"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",1402
"G28002100","2015-2019","MS",,,"Mississippi","28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02100","79500US2802100",,,"South Region--Jackson County PUMA, Mississippi",51657,"South Region--Jackson County PUMA, Mississippi",1623
"G29000100","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00100","79500US2900100",,,"Northwest Missouri PUMA, Missouri",46124,"Northwest Missouri PUMA, Missouri",899
"G29000200","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00200","79500US2900200",,,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",53048,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",1359
"G29000300","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00300","79500US2900300",,,"Northeast Missouri PUMA, Missouri",45674,"Northeast Missouri PUMA, Missouri",1071
"G29000400","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00400","79500US2900400",,,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",53691,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",1662
"G29000500","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00500","79500US2900500",,,"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",59186,"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",1556
"G29000600","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00600","79500US2900600",,,"Boone County PUMA, Missouri",55328,"Boone County PUMA, Missouri",1770
"G29000700","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00700","79500US2900700",,,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",47818,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",1023
"G29000800","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00800","79500US2900800",,,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",58225,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",1630
"G29000901","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00901","79500US2900901",,,"Clay County (Northeast) PUMA, Missouri",80876,"Clay County (Northeast) PUMA, Missouri",2054
"G29000902","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00902","79500US2900902",,,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",63820,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",1583
"G29000903","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00903","79500US2900903",,,"Platte County PUMA, Missouri",75992,"Platte County PUMA, Missouri",2360
"G29001001","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01001","79500US2901001",,,"Jackson County--Kansas City (Central) PUMA, Missouri",41300,"Jackson County--Kansas City (Central) PUMA, Missouri",1095
"G29001002","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01002","79500US2901002",,,"Jackson County (North Central) PUMA, Missouri",49312,"Jackson County (North Central) PUMA, Missouri",1559
"G29001003","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01003","79500US2901003",,,"Jackson County (East) PUMA, Missouri",71391,"Jackson County (East) PUMA, Missouri",1852
"G29001004","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01004","79500US2901004",,,"Jackson County (South Central) PUMA, Missouri",89091,"Jackson County (South Central) PUMA, Missouri",2164
"G29001005","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01005","79500US2901005",,,"Jackson County--Kansas City (South) PUMA, Missouri",50865,"Jackson County--Kansas City (South) PUMA, Missouri",1396
"G29001100","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01100","79500US2901100",,,"Cass & Bates Counties PUMA, Missouri",66168,"Cass & Bates Counties PUMA, Missouri",1817
"G29001200","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01200","79500US2901200",,,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",43205,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",900
"G29001300","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01300","79500US2901300",,,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",43529,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",1410
"G29001400","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01400","79500US2901400",,,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",50062,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",1424
"G29001500","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01500","79500US2901500",,,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",45479,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",1124
"G29001600","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01600","79500US2901600",,,"Franklin County PUMA, Missouri",57214,"Franklin County PUMA, Missouri",1871
"G29001701","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01701","79500US2901701",,,"St. Charles County (South) PUMA, Missouri",96111,"St. Charles County (South) PUMA, Missouri",1850
"G29001702","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01702","79500US2901702",,,"St. Charles County (Northwest) PUMA, Missouri",88842,"St. Charles County (Northwest) PUMA, Missouri",1757
"G29001703","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01703","79500US2901703",,,"St. Charles County (Northeast) PUMA, Missouri",72784,"St. Charles County (Northeast) PUMA, Missouri",1874
"G29001801","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01801","79500US2901801",,,"St. Louis County (Northeast) PUMA, Missouri",45445,"St. Louis County (Northeast) PUMA, Missouri",1786
"G29001802","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01802","79500US2901802",,,"St. Louis County (Northwest) PUMA, Missouri",52490,"St. Louis County (Northwest) PUMA, Missouri",1351
"G29001803","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01803","79500US2901803",,,"St. Louis County (Inner Ring North) PUMA, Missouri",43095,"St. Louis County (Inner Ring North) PUMA, Missouri",1921
"G29001804","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01804","79500US2901804",,,"St. Louis County (West) PUMA, Missouri",88582,"St. Louis County (West) PUMA, Missouri",2601
"G29001805","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01805","79500US2901805",,,"St. Louis County (Central) PUMA, Missouri",100094,"St. Louis County (Central) PUMA, Missouri",4003
"G29001806","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01806","79500US2901806",,,"St. Louis County (Central West) PUMA, Missouri",93596,"St. Louis County (Central West) PUMA, Missouri",2880
"G29001807","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01807","79500US2901807",,,"St. Louis County (Inner Ring South) PUMA, Missouri",68827,"St. Louis County (Inner Ring South) PUMA, Missouri",1506
"G29001808","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01808","79500US2901808",,,"St. Louis County (South) PUMA, Missouri",85722,"St. Louis County (South) PUMA, Missouri",2374
"G29001901","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01901","79500US2901901",,,"St. Louis City (North) PUMA, Missouri",34012,"St. Louis City (North) PUMA, Missouri",1184
"G29001902","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01902","79500US2901902",,,"St. Louis City (South) PUMA, Missouri",50420,"St. Louis City (South) PUMA, Missouri",1079
"G29002001","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02001","79500US2902001",,,"Jefferson County (North) PUMA, Missouri",67721,"Jefferson County (North) PUMA, Missouri",1866
"G29002002","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02002","79500US2902002",,,"Jefferson County (South) PUMA, Missouri",63455,"Jefferson County (South) PUMA, Missouri",1779
"G29002100","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02100","79500US2902100",,,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",48821,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",1446
"G29002200","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02200","79500US2902200",,,"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",50027,"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",1730
"G29002300","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02300","79500US2902300",,,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",37672,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",995
"G29002400","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02400","79500US2902400",,,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",38759,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",1151
"G29002500","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02500","79500US2902500",,,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",35786,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",1242
"G29002601","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02601","79500US2902601",,,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",58813,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",1382
"G29002602","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02602","79500US2902602",,,"Greene County--Springfield City (North) PUMA, Missouri",35347,"Greene County--Springfield City (North) PUMA, Missouri",944
"G29002603","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02603","79500US2902603",,,"Greene County--Springfield City (South) PUMA, Missouri",54112,"Greene County--Springfield City (South) PUMA, Missouri",1523
"G29002700","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02700","79500US2902700",,,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",45652,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",1578
"G29002800","2015-2019","MO",,,"Missouri","29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02800","79500US2902800",,,"Jasper & Newton Counties PUMA, Missouri",49098,"Jasper & Newton Counties PUMA, Missouri",1051
"G30000100","2015-2019","MT",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00100","79500US3000100",,,"Northwest Montana--Kalispell City PUMA, Montana",50896,"Northwest Montana--Kalispell City PUMA, Montana",1758
"G30000200","2015-2019","MT",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00200","79500US3000200",,,"West Montana--Missoula City PUMA, Montana",51725,"West Montana--Missoula City PUMA, Montana",1271
